学校-老师	课程名称	课程内容与评价,,,,,,
"评价：我刷了一早上 200-207的课程 结果呢 没记录？？？？玩我呢？？？老师算我早上缺课怎么办 搞笑吧你们 第一次见这样子的软件 这么垃圾的功能 你们配上网课吗？我忍不住想骂人 能给0星我就给了 给你1星我都觉得我要气吐血 我呸""",,,,,,
"9018-北京师范大学-宁欣	隋唐五代史专题	""概述：隋唐五代是中国历史上最辉煌、亦是发展与转折的关键时期。本课程以全景拉开、纵深探讨的方式，对隋炀帝、城市多重空间、市民社会的演变、经济重心南移、城市社会中下层群体等进行专题讲授，带动学生对不同问题进行更深入的思考，真正走进这一时代的历史深处。",,,,,,
"评价：中华五千年文化博大精深，隋唐人文思想开放，尤其是丝绸之路的延续，为中国文化对外开放奠定了一定基础。""",,,,,,
"64001-华东交通大学-汪立夏	职业生涯与发展规划	""概述：这门课将带领你走进一个能认识你自己、认识社会神奇的世界，你通过本课程学习，能知道：你真正了解你自己吗？你将来想干什么？你能干什么？环境能支持你干什么？你如何适应社会、融入社会、为社会贡献自己的力量。帮助学生准确定位、合理规划、适应社会需求，提升就业能力。",,,,,,
"评价：这个软件很好，真的不是老师强迫我们用的，但为什么一星呢，没办法，今天中午多吃了一粒米，心情不好""",,,,,,
"52002-南昌大学-王予江	口腔探密	""概述：《口腔探密》在线课程主要面向普通高校在校学生，弥补了普通高校医学类通识课程师资力量薄弱的缺点；通过学习本课程，可以让学生更多的了解口腔疾病，遇到口腔问题该怎么看、怎么治，掌握如何预防口腔疾病的知识。",,,,,,
"评价：大家的评价我们都看到了，谢谢大家对于课程的肯定。同时我们也设有讨论区，如果关于课程有什么问题或者建议，或者关于口腔知识还有什么想要咨询的都可以在讨论区积极发言呀""",,,,,,
"8002-厦门大学-李晓潮	嵌入式系统与实验	""概述：嵌入式系统课程是电子科学与技术大类的学科通修课程。本课程在学生先修电路分析基础，C语言编程，微机原理和单片机原理等课程的基础上，建立起嵌入式应用系统性概念。课程实践性很强，实验部分占整个课程的40%。课程是电子科学与工程，集成电路科学与工程的专业课程，特别是集成电路的电路系统设计、应用和测试。本课程也是学生参加各类电子设计大赛和创新创业的入门课程。",,,,,,
"评价：照着念 还念得不流畅""",,,,,,
"107001-南京邮电大学-杨庚	网络技术与应用	""概述：本课程已经在中国大学MOOC开课21次，学生通过学习收获了知识，我们通过课程论坛和QQ群认真答疑，使得我们对课程也有了更深入的理解，真正做到了教学相长。我们也根据大家的反馈对课程进行了改进。本课程获得了教育部首批国家级精品在线开放课程（线上一流课程）的认定以及中国高校计算机教育MOOC联盟（CMOOC联盟）评选的优秀课程。基于本课程的在线教学资源，课程团队从2016年春季学期开始，利用SPOC平台，率先在校内开展了学生线上自学+线下翻转课堂的教学改革，课程团队建设的混合式课程也获得了首批国家级线上线下混合式一流课程的认定。",,,,,,
"评价：大概用了一个月的时间学完课程，想和大家分享我对课程的评价。 1.详略得当，内容控制的比较好。作为高中理科、大学商科的我在学习工科的课程时往往会因为缺乏前置课程的学习而显得对一些概念、公式等一些至关重要的细节难以理解。而本门课程的内容控制很好，基本可以无工科背景学的比较轻松（相比于去年我学的信号与系统C来说感觉特别容易上手）。 2.分解恰当，比较符合慕课的形式。相对于大课，体现出本课程作为慕课的特色，知识点分解成碎片，比较适合碎片化学习和复习。 3.课件精美...""",,,,,,
"28001-南京航空航天大学-王岩	马克思主义基本原理	""概述：《马克思主义基本原理》在高校思想政治理论课中具有基础地位。学习本课程，有利于深刻领会中国特色社会主义为什么“好”，中国共产党为什么“能”等重大问题。马克思主义基本原理由马克思主义哲学、马克思主义政治经济学与科学社会主义三个部分构成，是三者的有机统一，内容及其丰富；马克思主义具有突出的实践品格与问题意识，是我们认识世界的强大武器。根据中国共产党20大报告及20届3中全会精神，重点学习和掌握马克思主义世界观与方法论，马克思主义哲学部分在教学中占有较多的课时；学习马克思主义关于人类社会发展规律、资本主义社会发展规律、社会主义发展规律思想，学习马克思主义关于人民民主、文化建设、社会建设、人与自然关系、世界历史等方面的思想。",,,,,,
"评价：垃圾老师，""",,,,,,
"108002-广西大学-高伟	木与人类文明	""概述：木乃冒地而生之物，可以生水、生土、生光、生气、生热。“五行”思想中木为春、主生，象征生命、生育和生机。木是万物生命之源、人类文明发展之本。让我们一起探讨木与人类文明的奥秘吧",,,,,,
"评价：广西大学终于开设慕课了，必须给西大的老师点赞！""",,,,,,
"8014-国防科技大学-周海芳	大学计算机基础	""概述：人类一直在探索自动计算的奥秘，计算机自诞生以来一直深刻地改变着世界。未来不论是计算机科学家、专业人士、甚至每个普通人，都要学会运用计算思维和工具来解决工作和生活中遇到的问题。 国防科技大学的《大学计算机基础》国家精品课程全新改版，我们将引导你重新思考“什么是计算？”、“什么是信息？”这些耳熟能详的概念，它背后蕴藏的深刻内涵；我们将带领你进入“弹道绘制”、“笛卡尔的情书”、“凯撒密码”、“冯氏计算机模拟器”、“网络小爬虫”等一个个由简入繁的计算游戏，步步为营地去汲取知识、提升能力，直到打通最后一个关卡，问题才能完美解决。 我们的课程目标既不是灌输一堆枯燥的知识，也不是教会一门时髦的语言，而是帮助你在问题求解的过程中逐步去体会“到底什么是计算思维”，从而建立起利用计算机去独立完成更多、更复杂任务的意识和信心。 期待你的加入，与国防科技大学的同学们比肩，共同去体会计算世界的精彩与快乐！",,,,,,
"评价：研究生毕业，工作可能会用到，所以又重新学，本科的娃娃们呀，好好学习是多么重要。。。""",,,,,,
"9017-西北工业大学-张程煜	材料力学性能	""概述：本课程是材料科学与工程学科大学本科生的主干课和必修课。课程特点：理论与实际结合；宏观规律和微观机理结合。教学目标：掌握主要材料力学性能的基本概念、分析方法和工程应用。学习后，能初步正确选择和使用材料，优化和改进材料加工，研制新材料和新工艺，开展零构件失效分析。",,,,,,
"评价：能不能把课件全屏，把老师窗口化，这样便于看清知识点。""",,,,,,
"9017-西北工业大学-葛文杰	机械原理	""概述：机器在过去、现在乃至未来仍是人类进步的基础。机械原理作为研究机器与机构基础理论及方法的一门学科，是未来机械工程师和产品开发者所必须学习掌握的一门技术基础知识的课程，对适应各类机械专业知识学习和从事各类机械技术及管理工作，以及研究与创造新的机器都具有重要的教学和人才培养作用。",,,,,,
"评价：讲的内容一会东一会西，这个老师讲课的时候没有自己的思考。""",,,,,,
"9005-哈尔滨工业大学-甄玉宝	材料力学	""概述：你知道吗？就在我们身边，隐藏着一个奇妙的无所不在的力的世界。物体通过极其微小的变形进行力的传递，从而产生相互作用。本课程将通过深入浅出的例子、精妙的数学推导揭示物体在受力时所发生变形的基本组成、变形量及相应内力强度的计算、以及如何破坏的秘密。学习后你对力与变形的认识将突飞猛进。",,,,,,
